Pond,Date,Week,Block,Rep,Dreisse,Macrophytes,Nutrients,TreatNR,Treatment,pH,TN,orthoP,TP,Nitrate,Temperature,O2,Turbidity,CHL,TED,CtoN,CtoP,c_Cyanobacteria,c_Golden_algae,c_Diatoms,c_Dinoflagellates,c_Cryptophytes,c_Green_algae,c_Achnthaceae,c_Aphanocapsa,c_Asterionella,c_Bicosoeca,c_Carteria,c_Chlamydomos,c_Chroococus,c_Coelastrum_1,c_Coelastrum_2,c_Coelastrum_3,c_Cosmarium_1,c_Cosmarium_2,c_Cryptomos,c_Cyclotella_1,c_Cyclotella_2,c_Diatoma,c_Elakatothrix,c_Erkenia,c_Gomphosphaeria,c_Gymnodinium,c_Haematococcaceae,c_Katablepharis,c_Kirchneriella,c_Lagerheimia_1,c_Lagerheimia_2,c_Leptothrix,c_Mallomos,c_Monoraphidium,c_Nephrocitium,c_Nitzschia,c_Oocystis_1,c_Oocystis_2,c_Pediastrum,c_Peridinium,c_Phacotus,c_Phormidium,c_Pseudoabae,c_Rayssiella,c_Rhodomos,c_Scenedesmus_1,c_Scenedesmus_2,c_Scenedesmus_3,c_Scenedesmus_4,c_Spiruli,c_Stephanodiscus_1,c_Stephanodiscus_2,c_Stephanodiscus_3,c_Synechococcales,c_Synedra_1,c_Synedra_2,c_Synedra_3,c_Tetraedron,c_Willea,c_Unknown_1,c_Unknown_2,c_Unknown_3,c_Unknown_4,c_Unknown_5,c_Unknown_6,c_Unknown_7,c_Unknown_8,c_Unknown_9,c_Unknown_10,c_Unkonwn_11,c_Unknown_12,c_Unknown_13,c_Keratella,c_Others,v_Cyanobacteria,v_Golden_algae,v_Diatoms,v_Dinoflagellates,v_Cryptophytes,v_Green_algae,v_Achnthaceae,v_Aphanocapsa,v_Asterionella,v_Bicosoeca,v_Carteria,v_Chlamydomos,v_Chroococus,v_Coelastrum_1,v_Coelastrum_2,v_Coelastrum_3,v_Cosmarium_1,v_Cosmarium_2,v_Cryptomos,v_Cyclotella_1,v_Cyclotella_2,v_Diatoma,v_Elakatothrix,v_Erkenia,v_Gomphosphaeria,v_Gymnodinium,v_Haematococcaceae,v_Katablepharis,v_Kirchneriella,v_Lagerheimia_1,v_Lagerheimia_2,v_Leptothrix,v_Mallomos,v_Monoraphidium,v_Nephrocitium,v_Nitzschia,v_Oocystis_1,v_Oocystis_2,v_Pediastrum,v_Peridinium,v_Phacotus,v_Phormidium,v_Pseudoabae,v_Rayssiella,v_Rhodomos,v_Scenedesmus_1,v_Scenedesmus_2,v_Scenedesmus_3,v_Scenedesmus_4,v_Spiruli,v_Stephanodiscus_1,v_Stephanodiscus_2,v_Stephanodiscus_3,v_Synechococcales,v_Synedra_1,v_Synedra_2,v_Synedra_3,v_Tetraedron,v_Willea,v_Unknown_1,v_Unknown_2,v_Unknown_3,v_Unknown_4,v_Unknown_5,v_Unknown_6,v_Unknown_7,v_Unknown_8,v_Unknown_9,v_Unknown_10,v_Unkonwn_11,v_Unknown_12,v_Unknown_13,Daphnia_adult,Copepod_adult
5D,1/16/2017,28,5,4,0,0,0,5,O,6.96,0.25,0.5,4.2,0.125,3.9,98.8,0.3,4.74796748,0.133857239,,,0,115,0,0,0,172.5,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,7553.226496,0,0,0,31551.0988,0,0,0,0,0,25650.14059,0,0,0,0,0,0,0,0,0,0,0,7553.226496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,0,0,0,0,0,0
1A,2/13/2017,32,1,1,1,0,1,2,D,8.61,0.25,1.4,8.5,0.125,4.7,126,2.3,3.25203252,0.053448398,15.56394619,583.1733039,24207.5,0,0,0,115,6842.5,0,0,0,0,57.5,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22195,0,0,0,0,0,0,0,0,2012.5,0,0,0,0,0,402.5,0,0,0,0,0,385456.6111,0,0,0,23445.83164,2325129.752,0,0,0,0,22197.23705,38475.21089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23445.83164,0,2237481.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357005.5626,0,0,0,0,0,0,0,0,28451.04847,0,0,0,0,0,26975.80892,0,0,0,0,0
1B,2/13/2017,32,1,1,0,0,1,4,C,7.48,0.25,0.5,7.3,0.125,4.7,107.3,1.1,1.114982578,0.178905944,20.54664826,481.5131723,460,690,345,172.5,1667.5,690,115,0,0,0,0,57.5,0,0,0,0,0,0,172.5,0,0,0,0,690,0,172.5,0,1495,0,460,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,230,0,0,57.5,57.5,0,0,0,0,0,0,7399.079018,45319.35898,455731.2,213093.4757,471275.0892,298130.8596,158976,0,0,0,0,12825.0703,0,0,0,0,0,0,166479.2779,0,0,0,0,45319.35898,0,213093.4757,0,304795.8113,0,165739.37,86569.22453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399.079018,0,0,0,0,0,0,0,0,0,296755.2,0,0,27096.23664,5900.9582,0,0,0,0,0,0
1C,2/13/2017,32,1,2,0,0,1,4,C,7.49,0.25,0.5,6.7,0.125,4.7,99.2,0.8,1.449477352,0.255953567,9.802175437,206.514432,805,0,57.5,57.5,57.5,1840,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,57.5,0,1437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,172.5,0,0,0,0,0,12948.38828,0,74188.8,71031.15858,11722.91582,568465.075,0,0,0,0,0,25650.14059,0,0,0,0,0,0,0,0,0,0,0,0,0,71031.15858,0,11722.91582,0,517935.5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13318.34223,0,0,0,0,0,12948.38828,0,0,0,0,0,0,0,0,0,74188.8,0,0,0,0,11561.06096,0,0,0,0,0
1D,2/13/2017,32,1,1,0,0,0,5,O,7.05,0.25,0.5,3.8,0.125,4.7,107.8,0.2,1.682926829,0.374914493,34.9543947,1149.237201,0,0,57.5,0,0,1897.5,57.5,0,0,0,0,1207.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,79488,0,0,340137.9747,79488,0,0,0,0,269326.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70811.4984,0,0,0,0,0,0
2A,2/13/2017,32,2,1,1,1,1,3,MD,7.22,0.25,0.5,14.1,0.125,4.7,84.5,2.9,2.048780488,-0.040919083,13.16928848,288.4665323,391862.5,0,115,172.5,0,1897.5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,1897.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391000,0,0,0,0,0,0,0,0,862.5,0,0,0,0,0,0,0,0,0,0,0,6301410.47,0,158976,213093.4757,0,683674.9011,158976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213093.4757,0,0,0,683674.9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6289217.164,0,0,0,0,0,0,0,0,12193.30649,0,0,0,0,0,0,0,0,0,0,0
2B,2/13/2017,32,2,3,0,0,1,4,C,7.39,0.25,0.5,6.6,0.125,4.7,108.7,0.6,1.170731707,0.179694355,9.997154658,215.9434321,4887.5,57.5,57.5,0,0,2990,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,2932.5,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162.5,0,0,0,0,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,0,75255.28119,3776.613249,79488,0,0,1143157.708,79488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776.613249,0,0,0,0,0,1056588.484,86569.22453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50868.66825,0,0,0,0,0,0,0,0,24386.61297,0,0,0,0,0,0,0,0,0,0,0
2C,2/13/2017,32,2,2,1,1,1,3,MD,7.18,0.25,0.5,12.9,0.125,4.8,85.7,2.1,2.263414634,-0.046216246,13.65119939,406.6351385,264500,1035,0,0,0,1035,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,862.5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254470.435,67979.03845,0,0,0,496724.8381,0,0,0,0,0,12825.0703,0,0,0,0,0,0,0,0,0,0,0,67979.03845,0,0,0,0,0,310761.3188,173138.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254470.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,2/13/2017,32,2,1,0,1,1,1,M,7.17,0.25,0.5,8.7,0.125,4.8,91.5,1.1,2.211382114,0.026008855,11.10979805,328.6476302,38582.5,1380,115,0,57.5,862.5,115,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,1380,0,0,0,0,0,460,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38582.5,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,620597.7524,90638.71798,158976,0,55493.09263,368382.61,158976,0,0,0,0,0,0,0,0,0,0,0,55493.09263,0,0,0,0,90638.71798,0,0,0,0,0,165739.37,173138.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620597.7524,0,0,0,0,0,0,0,0,0,0,0,0,0,29504.79101,0,0,0,0,0,0
3A,2/13/2017,32,3,4,0,0,1,4,C,7.2,0.25,0.5,4.5,0.125,4.9,72.6,0.4,0.083623693,0.241308082,13.7647017,334.2790132,230,0,230,0,0,172.5,230,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699.539509,0,317952,0,0,348789.502,317952,0,0,0,0,0,0,0,328272.4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20517.02953,0,0,0,0,0,0,0,0,0,0,0,0,3699.539509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
3B,2/13/2017,32,3,2,0,0,0,5,O,7.15,0.25,0.5,4.2,0.125,4.8,99.8,0.6,2.887804878,0.008843047,9.852650075,240.9622871,0,920,172.5,0,230,517.5,172.5,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60425.812,238464,0,26436.29274,115425.6327,238464,0,0,0,0,115425.6327,0,0,0,0,0,0,0,0,0,0,0,60425.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26436.29274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,2/13/2017,32,3,3,0,0,0,5,O,7.09,0.25,0.5,3.6,0.125,4.8,95.8,0.2,0.365853659,0.4525365,20.91281607,357.9630245,230,115,57.5,0,172.5,115,57.5,0,0,115,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,3699.539509,28750,79488,0,35168.74745,18726.0285,79488,0,0,28750,0,12825.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35168.74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699.539509,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,0,0,0,0,0,0
3D,2/13/2017,32,3,2,0,1,1,1,M,8.97,0.25,0.5,5.2,0.125,4.8,126.2,0.3,0.585365854,0.304133766,9.871566509,215.7704605,0,0,0,0,172.5,57.5,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,117595.2585,5900.9582,0,0,0,0,0,0,0,0,0,0,0,0,110986.1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6609.073184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,0,0,0,0,0,0
4A,2/13/2017,32,4,2,1,0,1,2,D,8.83,0.25,0.5,6.5,0.125,4.6,136.8,0.4,1.430894309,0.643412336,11.2606692,268.9408916,0,0,115,0,230,0,115,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158976,0,221972.3705,0,158976,0,0,0,0,0,0,0,0,0,0,0,221972.3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4B,2/13/2017,32,4,3,1,1,1,3,MD,7.42,0.25,1.2,11.1,0.125,4.6,128.9,1.5,9.886178862,0.01567859,19.60394098,656.0289723,46460,690,57.5,115,2702.5,1322.5,57.5,0,0,0,0,172.5,0,0,0,0,0,0,2587.5,0,0,0,0,690,0,115,0,115,575,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46460,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,57.5,0,0,0,0,0,747306.9806,45319.35898,79488,142062.3172,2520635,205300.3572,79488,0,0,0,0,38475.21089,0,0,0,0,0,0,2497189.168,0,0,0,0,45319.35898,0,142062.3172,0,23445.83164,20964.05722,124304.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747306.9806,0,0,0,0,0,0,0,0,0,0,0,0,0,17702.87461,3853.686989,0,0,0,0,0
4C,2/13/2017,32,4,3,1,0,1,2,D,7.14,0.25,0.5,8.2,0.125,4.6,113.5,1,4.956097561,0.227017437,8.65587206,289.1567197,287.5,115,402.5,172.5,8625,747.5,0,0,0,0,0,345,0,0,0,0,0,0,57.5,0,402.5,0,0,115,0,172.5,0,57.5,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,8510,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,4624.424386,7553.226496,31723.55129,213093.4757,1045358.84,133665.5186,0,0,0,0,0,76950.42179,0,0,0,0,0,0,55493.09263,0,31723.55129,0,0,7553.226496,0,213093.4757,0,11722.91582,0,0,0,0,0,0,21309.34757,0,0,0,0,0,0,0,0,0,978142.8316,0,0,0,0,0,0,0,0,4624.424386,0,0,0,0,0,0,0,0,0,0,0,0,0,35405.74921,0,0,0,0,0,0
4D,2/13/2017,32,4,4,1,1,1,3,MD,7.07,0.25,0.5,13.7,0.125,4.7,79.6,2.5,3.219512195,-0.048288054,13.97678688,379.6036988,408250,0,172.5,0,0,2012.5,57.5,0,0,0,0,115,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408250,0,0,0,0,0,0,0,0,0,57.5,0,0,0,1380,0,0,0,0,0,0,6566682.626,0,158208.7359,0,0,353729.9286,79488,0,0,0,0,25650.14059,0,0,0,0,0,0,0,0,4531.935898,0,0,0,0,0,0,0,0,186456.7912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6566682.626,0,0,0,0,0,0,0,0,0,74188.8,0,0,0,141622.9968,0,0,0,0,0,0
5A,2/13/2017,32,5,3,0,1,1,1,M,7.13,0.25,2.6,18.7,0.125,4.8,99.6,1.2,11.70731707,0.073293949,7.276319927,190.2315713,38697.5,57.5,0,632.5,3737.5,287.5,0,0,0,0,0,115,0,0,0,0,0,0,3737.5,0,0,0,0,57.5,0,632.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472.5,0,0,0,0,0,0,0,0,0,0,36225,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,716652.8278,3776.613249,0,781342.7445,3607051.021,43353.0152,0,0,0,0,0,25650.14059,0,0,0,0,0,0,3607051.021,0,0,0,0,3776.613249,0,781342.7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133975.355,0,0,0,0,0,0,0,0,0,0,582677.4725,0,0,0,0,0,0,0,0,0,0,0,0,0,17702.87461,0,0,0,0,0,0
5B,2/13/2017,32,5,4,0,1,1,1,M,7.18,0.25,1.2,8,0.125,4.7,106.1,1,5.56097561,0.405591605,9.508511638,279.0842032,1035,0,230,115,0,862.5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,115,690,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,16647.92779,0,168039.8718,142062.3172,0,2016970.635,158976,0,0,0,0,0,0,0,0,0,0,0,0,0,9063.871798,0,0,0,0,142062.3172,1969634.834,0,0,41434.8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16647.92779,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,0,0,0,0,0,0
5C,2/13/2017,32,5,4,1,0,1,2,D,7.1,0.25,1.4,6.4,0.28,4.8,94.8,0.4,7.349593496,0.207266635,12.30576565,242.1733124,0,345,172.5,0,0,920,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,22659.67949,238464,0,0,94415.3312,238464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22659.67949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94415.3312,0,0,0,0,0,0
5D,2/13/2017,32,5,4,0,0,0,5,O,6.99,0.25,0.5,4.9,0.125,4.8,101.4,0.3,1.292682927,0.436597217,6.901276884,134.4915945,0,172.5,57.5,0,460,230,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,11329.83974,79488,0,93783.32656,23603.83281,79488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11329.83974,0,0,0,93783.32656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23603.83281,0,0,0,0,0,0
1A,2/27/2017,34,1,1,1,0,1,2,D,7.12,0.3226,1.8,12.3,0.125,5.7,108.9,1.26,5.593495935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,2/27/2017,34,1,1,0,0,1,4,C,7.19,0.3302,1.3,8.8,0.125,5.8,103.6,0.579,2.276422764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,2/27/2017,34,1,2,0,0,1,4,C,7.28,0.2218,1.8,10.1,0.125,5.6,97.4,1.46,4.943089431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,2/27/2017,34,1,1,0,0,0,5,O,7.09,0.2023,1.5,4.1,0.125,5.8,103.9,0.223,1.580988118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,2/27/2017,34,2,1,1,1,1,3,MD,7.15,0.1777,1.2,15,0.125,5.8,93,2.08,2.406504065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,2/27/2017,34,2,3,0,0,1,4,C,7.07,0.3169,1.4,7.8,0.125,5.8,99.3,1.13,1.63902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C,2/27/2017,34,2,2,1,1,1,3,MD,7.02,0.372,1.5,14,0.125,5.8,90.3,1.91,2.861788618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D,2/27/2017,34,2,1,0,1,1,1,M,7,0.2758,1.2,9.8,0.125,5.8,93,0.986,1.795121951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,2/27/2017,34,3,4,0,0,1,4,C,6.96,0.3052,1,5.1,0.125,5.8,82.2,0.935,0.278745645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,2/27/2017,34,3,2,0,0,0,5,O,6.95,0.1904,1.7,4.1,0.125,5.8,99.4,0.429,0.858536585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C,2/27/2017,34,3,3,0,0,0,5,O,6.96,0.2236,1.2,4,0.125,5.9,98.4,0.21,0.677792041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D,2/27/2017,34,3,2,0,1,1,1,M,7.52,0.2356,1.2,5.4,0.125,5.8,116.7,0.488,1.365853659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A,2/27/2017,34,4,2,1,0,1,2,D,7.38,0.37,1.7,7.6,0.125,5.6,120,0.456,1.053658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B,2/27/2017,34,4,3,1,1,1,3,MD,7.21,0.2565,1.7,14.4,0.125,5.7,112.2,1.34,11.83739837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C,2/27/2017,34,4,3,1,0,1,2,D,7.02,0.3769,1.4,7.1,0.125,5.7,102.9,0.802,5.190243902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D,2/27/2017,34,4,4,1,1,1,3,MD,6.99,0.3157,1.8,13.1,0.125,5.8,78,0.975,2.458536585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
